TransactionID,Timestamp,StoreName,BranchName,BranchID,TotalBranches,CustomerID,Category,Product,Quantity,UnitPrice,TotalAmount,Discount,FinalAmount,LoyaltyPoints,PaymentType
TXN009119,09-01-2025 09:04,SmartRetail,Yelahanka,5,5,1095787,Dairy,Butter (100g),4,55,220,9.9,210.1,2,Wallet
TXN009120,22-03-2025 09:40,SmartRetail,Indiranagar,1,5,1098025,Snacks,Kurkure,2,15,30,1.02,28.98,0,Card
TXN009121,05-06-2024 08:10,SmartRetail,Jayanagar,3,5,1033151,Personal Care,Soap (125g),4,40,160,22.7,137.3,1,UPI
TXN009122,25-10-2024 19:28,SmartRetail,Indiranagar,1,5,1097551,Groceries,Cooking Oil (1L),4,130,520,69.05,450.95,4,UPI
TXN009123,14-09-2024 14:51,SmartRetail,Whitefield,2,5,1053637,Groceries,Rice (5kg),5,280,1400,127.08,1272.92,12,Card
TXN009124,19-06-2024 19:16,SmartRetail,Whitefield,2,5,1069729,Beverages,Pepsi (2L),2,80,160,3.6,156.4,1,Wallet
TXN009125,13-12-2024 20:54,SmartRetail,Jayanagar,3,5,1091235,Dairy,Cheese (200g),3,120,360,42.72,317.28,3,Wallet
TXN009126,03-01-2025 16:18,SmartRetail,Whitefield,2,5,1082901,Personal Care,Facewash (100ml),3,160,480,6.52,473.48,4,Card
TXN009127,06-02-2025 19:47,SmartRetail,Indiranagar,1,5,1072289,Beverages,Pepsi (2L),5,80,400,28.5,371.5,3,Cash
TXN009128,08-07-2024 10:40,SmartRetail,Whitefield,2,5,1057190,Snacks,Chocolate,2,40,80,9.59,70.41,0,UPI
TXN009129,26-04-2025 18:33,SmartRetail,Koramangala,4,5,1011120,Beverages,Red Bull (250ml),5,125,625,24.89,600.11,6,UPI
TXN009130,01-06-2024 13:37,SmartRetail,Jayanagar,3,5,1016564,Personal Care,Soap (125g),5,40,200,1.91,198.09,1,Wallet
TXN009131,17-01-2025 08:02,SmartRetail,Koramangala,4,5,1028421,Snacks,Chocolate,4,40,160,6.26,153.74,1,Wallet
TXN009132,03-06-2024 21:11,SmartRetail,Yelahanka,5,5,1038910,Personal Care,Facewash (100ml),3,160,480,37.28,442.72,4,Wallet
TXN009133,30-10-2024 18:16,SmartRetail,Koramangala,4,5,1028942,Beverages,Pepsi (2L),1,80,80,10.17,69.83,0,UPI
TXN009134,08-09-2024 20:36,SmartRetail,Yelahanka,5,5,1055852,Dairy,Milk (1L),4,55,220,29.27,190.73,1,Cash
TXN009135,11-04-2025 20:33,SmartRetail,Whitefield,2,5,1053532,Beverages,Red Bull (250ml),4,125,500,35.39,464.61,4,Cash
TXN009136,25-07-2024 13:12,SmartRetail,Indiranagar,1,5,1056910,Groceries,Sugar (1kg),4,45,180,22.74,157.26,1,Card
TXN009137,20-03-2025 09:17,SmartRetail,Yelahanka,5,5,1067980,Beverages,Real Juice (1L),5,110,550,53.41,496.59,4,Wallet
TXN009138,16-10-2024 18:19,SmartRetail,Koramangala,4,5,1075100,Groceries,Salt (1kg),1,20,20,2.84,17.16,0,UPI
TXN009139,04-07-2024 15:16,SmartRetail,Indiranagar,1,5,1006294,Snacks,Kurkure,5,15,75,11.25,63.75,0,Cash
TXN009140,22-07-2024 17:36,SmartRetail,Indiranagar,1,5,1093713,Groceries,Cooking Oil (1L),4,130,520,52.56,467.44,4,Card
TXN009141,12-03-2025 20:03,SmartRetail,Indiranagar,1,5,1039759,Beverages,Real Juice (1L),2,110,220,23.6,196.4,1,Card
TXN009142,28-10-2024 14:26,SmartRetail,Indiranagar,1,5,1025826,Groceries,Cooking Oil (1L),3,130,390,21.68,368.32,3,Cash
TXN009143,19-12-2024 14:42,SmartRetail,Indiranagar,1,5,1021811,Snacks,Biscuits,1,30,30,1.36,28.64,0,Cash
TXN009144,31-05-2024 21:20,SmartRetail,Jayanagar,3,5,1046050,Beverages,Real Juice (1L),3,110,330,19.46,310.54,3,Cash
TXN009145,31-08-2024 10:46,SmartRetail,Yelahanka,5,5,1006065,Groceries,Wheat Flour (5kg),1,250,250,3.48,246.52,2,UPI
TXN009146,08-04-2025 17:09,SmartRetail,Koramangala,4,5,1078995,Personal Care,Facewash (100ml),4,160,640,44.16,595.84,5,UPI
TXN009147,20-08-2024 15:27,SmartRetail,Whitefield,2,5,1051758,Snacks,Kurkure,3,15,45,1.91,43.09,0,UPI
TXN009148,22-07-2024 16:36,SmartRetail,Whitefield,2,5,1064003,Snacks,Chocolate,4,40,160,6.65,153.35,1,Cash
TXN009149,02-12-2024 11:04,SmartRetail,Whitefield,2,5,1082913,Beverages,Red Bull (250ml),4,125,500,0.01,499.99,4,Cash
TXN009150,20-07-2024 10:36,SmartRetail,Whitefield,2,5,1043144,Snacks,Dry Fruits (250g),1,220,220,30.22,189.78,1,UPI
TXN009151,23-02-2025 15:36,SmartRetail,Koramangala,4,5,1031046,Snacks,Dry Fruits (250g),2,220,440,48.16,391.84,3,Cash
TXN009152,09-05-2025 18:40,SmartRetail,Yelahanka,5,5,1052091,Dairy,Butter (100g),3,55,165,2.15,162.85,1,Wallet
TXN009153,18-07-2024 21:39,SmartRetail,Koramangala,4,5,1092668,Snacks,Biscuits,2,30,60,5.01,54.99,0,Card
TXN009154,19-08-2024 14:53,SmartRetail,Yelahanka,5,5,1031423,Dairy,Curd (500g),1,35,35,2.28,32.72,0,Cash
TXN009155,09-08-2024 14:26,SmartRetail,Whitefield,2,5,1050685,Snacks,Kurkure,2,15,30,1.94,28.06,0,UPI
TXN009156,23-03-2025 16:23,SmartRetail,Whitefield,2,5,1050186,Snacks,Kurkure,1,15,15,0.69,14.31,0,Wallet
TXN009157,17-03-2025 08:30,SmartRetail,Whitefield,2,5,1004558,Dairy,Butter (100g),5,55,275,13.83,261.17,2,UPI
TXN009158,29-12-2024 14:33,SmartRetail,Jayanagar,3,5,1080706,Snacks,Chocolate,1,40,40,1.08,38.92,0,Cash
TXN009159,22-03-2025 16:34,SmartRetail,Yelahanka,5,5,1013118,Beverages,Real Juice (1L),5,110,550,60.29,489.71,4,Card
TXN009160,28-04-2025 10:51,SmartRetail,Whitefield,2,5,1022495,Snacks,Biscuits,5,30,150,20.24,129.76,1,Card
TXN009161,12-03-2025 20:32,SmartRetail,Indiranagar,1,5,1019661,Dairy,Curd (500g),3,35,105,1.04,103.96,1,UPI
TXN009162,19-04-2025 11:22,SmartRetail,Indiranagar,1,5,1040580,Beverages,Real Juice (1L),2,110,220,9.32,210.68,2,Wallet
TXN009163,10-07-2024 20:13,SmartRetail,Koramangala,4,5,1094698,Personal Care,Toothpaste (150g),2,90,180,15.91,164.09,1,Cash
TXN009164,09-09-2024 08:11,SmartRetail,Koramangala,4,5,1041147,Snacks,Lays Chips,2,20,40,3.33,36.67,0,Cash
TXN009165,30-04-2025 10:19,SmartRetail,Indiranagar,1,5,1058209,Groceries,Salt (1kg),3,20,60,7.51,52.49,0,Card
TXN009166,12-12-2024 17:10,SmartRetail,Indiranagar,1,5,1012922,Beverages,Real Juice (1L),5,110,550,59.45,490.55,4,Wallet
TXN009167,17-03-2025 09:51,SmartRetail,Koramangala,4,5,1025238,Personal Care,Soap (125g),1,40,40,2.66,37.34,0,UPI
TXN009168,05-08-2024 21:37,SmartRetail,Indiranagar,1,5,1087964,Groceries,Rice (5kg),3,280,840,28.58,811.42,8,Wallet
TXN009169,27-11-2024 17:14,SmartRetail,Jayanagar,3,5,1012297,Groceries,Salt (1kg),4,20,80,2.79,77.21,0,Card
TXN009170,02-03-2025 20:20,SmartRetail,Yelahanka,5,5,1001094,Snacks,Lays Chips,3,20,60,8.48,51.52,0,Card
TXN009171,16-05-2025 19:03,SmartRetail,Koramangala,4,5,1090925,Personal Care,Facewash (100ml),1,160,160,17.11,142.89,1,UPI
TXN009172,13-10-2024 09:47,SmartRetail,Yelahanka,5,5,1038130,Snacks,Chocolate,3,40,120,17.34,102.66,1,Cash
TXN009173,27-09-2024 10:33,SmartRetail,Indiranagar,1,5,1060988,Groceries,Rice (5kg),2,280,560,56.66,503.34,5,Card
TXN009174,25-08-2024 12:53,SmartRetail,Jayanagar,3,5,1039333,Groceries,Salt (1kg),5,20,100,5.34,94.66,0,Wallet
TXN009175,02-11-2024 16:51,SmartRetail,Indiranagar,1,5,1009839,Dairy,Butter (100g),5,55,275,33.03,241.97,2,Wallet
TXN009176,02-12-2024 11:03,SmartRetail,Whitefield,2,5,1011962,Groceries,Rice (5kg),4,280,1120,92.1,1027.9,10,UPI
TXN009177,23-01-2025 14:22,SmartRetail,Indiranagar,1,5,1052771,Dairy,Cheese (200g),3,120,360,48.38,311.62,3,Card
TXN009178,02-11-2024 14:36,SmartRetail,Koramangala,4,5,1038718,Beverages,Bisleri Water (1L),2,20,40,4.65,35.35,0,Cash
TXN009179,19-08-2024 13:56,SmartRetail,Yelahanka,5,5,1064306,Personal Care,Shampoo (250ml),5,180,900,130.24,769.76,7,UPI
TXN009180,17-02-2025 14:44,SmartRetail,Whitefield,2,5,1074260,Groceries,Rice (5kg),3,280,840,55.56,784.44,7,Wallet
TXN009181,24-05-2025 12:26,SmartRetail,Indiranagar,1,5,1076638,Personal Care,Soap (125g),4,40,160,19.44,140.56,1,Card
TXN009182,02-10-2024 17:37,SmartRetail,Yelahanka,5,5,1043133,Groceries,Cooking Oil (1L),3,130,390,8.5,381.5,3,Wallet
TXN009183,05-02-2025 17:50,SmartRetail,Koramangala,4,5,1066767,Snacks,Chocolate,5,40,200,3.09,196.91,1,UPI
TXN009184,17-06-2024 11:56,SmartRetail,Yelahanka,5,5,1054125,Beverages,Red Bull (250ml),4,125,500,18.44,481.56,4,Cash
TXN009185,17-08-2024 12:32,SmartRetail,Whitefield,2,5,1052903,Groceries,Rice (5kg),5,280,1400,14.81,1385.19,13,Card
TXN009186,23-03-2025 13:43,SmartRetail,Jayanagar,3,5,1016732,Groceries,Pulses (1kg),5,90,450,45.91,404.09,4,Cash
TXN009187,30-07-2024 08:51,SmartRetail,Whitefield,2,5,1026329,Snacks,Dry Fruits (250g),2,220,440,49.74,390.26,3,Wallet
TXN009188,03-09-2024 16:06,SmartRetail,Koramangala,4,5,1045072,Beverages,Coca Cola (2L),4,85,340,20.23,319.77,3,Card
TXN009189,31-01-2025 20:26,SmartRetail,Jayanagar,3,5,1002211,Groceries,Salt (1kg),5,20,100,3.72,96.28,0,Wallet
TXN009190,15-08-2024 20:59,SmartRetail,Koramangala,4,5,1095494,Beverages,Red Bull (250ml),3,125,375,24.84,350.16,3,Cash
TXN009191,27-07-2024 11:46,SmartRetail,Koramangala,4,5,1072381,Snacks,Chocolate,3,40,120,17.09,102.91,1,Cash
TXN009192,23-08-2024 16:38,SmartRetail,Whitefield,2,5,1034347,Beverages,Bisleri Water (1L),3,20,60,4.54,55.46,0,UPI
TXN009193,05-12-2024 10:47,SmartRetail,Yelahanka,5,5,1003615,Snacks,Dry Fruits (250g),4,220,880,87.56,792.44,7,Wallet
TXN009194,04-08-2024 20:38,SmartRetail,Koramangala,4,5,1084436,Beverages,Pepsi (2L),3,80,240,32.33,207.67,2,UPI
TXN009195,20-11-2024 21:39,SmartRetail,Yelahanka,5,5,1042837,Beverages,Red Bull (250ml),4,125,500,17.17,482.83,4,Wallet
TXN009196,01-09-2024 18:51,SmartRetail,Yelahanka,5,5,1054463,Beverages,Pepsi (2L),4,80,320,29.31,290.69,2,Cash
TXN009197,20-01-2025 16:29,SmartRetail,Indiranagar,1,5,1098892,Personal Care,Facewash (100ml),2,160,320,17.63,302.37,3,UPI
TXN009198,19-07-2024 14:23,SmartRetail,Whitefield,2,5,1095655,Dairy,Cheese (200g),3,120,360,37.98,322.02,3,Cash
TXN009199,22-08-2024 14:52,SmartRetail,Indiranagar,1,5,1040683,Beverages,Real Juice (1L),5,110,550,1.17,548.83,5,Wallet
TXN009200,23-12-2024 10:35,SmartRetail,Indiranagar,1,5,1057936,Dairy,Butter (100g),5,55,275,7.26,267.74,2,Cash
TXN009201,09-07-2024 10:55,SmartRetail,Koramangala,4,5,1061967,Snacks,Lays Chips,2,20,40,4.9,35.1,0,Card
TXN009202,21-11-2024 20:13,SmartRetail,Yelahanka,5,5,1026580,Dairy,Cheese (200g),2,120,240,6.42,233.58,2,UPI
TXN009203,18-11-2024 19:27,SmartRetail,Indiranagar,1,5,1056126,Beverages,Real Juice (1L),2,110,220,25.07,194.93,1,Card
TXN009204,27-04-2025 17:41,SmartRetail,Jayanagar,3,5,1085907,Personal Care,Soap (125g),2,40,80,9.8,70.2,0,Wallet
TXN009205,01-02-2025 17:04,SmartRetail,Jayanagar,3,5,1001226,Snacks,Chocolate,1,40,40,0.68,39.32,0,UPI
TXN009206,11-05-2025 20:50,SmartRetail,Whitefield,2,5,1041309,Dairy,Curd (500g),2,35,70,10.42,59.58,0,Card
TXN009207,12-05-2025 21:06,SmartRetail,Indiranagar,1,5,1006704,Personal Care,Shampoo (250ml),4,180,720,107.16,612.84,6,Wallet
TXN009208,29-04-2025 08:32,SmartRetail,Indiranagar,1,5,1021950,Snacks,Chocolate,5,40,200,0.35,199.65,1,Wallet
TXN009209,12-08-2024 10:16,SmartRetail,Koramangala,4,5,1037370,Personal Care,Toothpaste (150g),2,90,180,3.26,176.74,1,UPI
TXN009210,06-11-2024 15:41,SmartRetail,Indiranagar,1,5,1032086,Beverages,Bisleri Water (1L),4,20,80,7.19,72.81,0,UPI
TXN009211,07-02-2025 21:00,SmartRetail,Jayanagar,3,5,1006803,Personal Care,Shampoo (250ml),3,180,540,66.74,473.26,4,Cash
TXN009212,09-09-2024 14:57,SmartRetail,Whitefield,2,5,1078064,Groceries,Rice (5kg),4,280,1120,132.83,987.17,9,Wallet
TXN009213,15-07-2024 21:23,SmartRetail,Whitefield,2,5,1082925,Beverages,Red Bull (250ml),3,125,375,30.77,344.23,3,Card
TXN009214,11-07-2024 08:23,SmartRetail,Yelahanka,5,5,1082720,Dairy,Cheese (200g),3,120,360,13.03,346.97,3,Wallet
TXN009215,04-12-2024 14:10,SmartRetail,Koramangala,4,5,1006295,Beverages,Pepsi (2L),5,80,400,54.55,345.45,3,Cash
TXN009216,17-04-2025 19:37,SmartRetail,Jayanagar,3,5,1099072,Personal Care,Soap (125g),5,40,200,15.96,184.04,1,Cash
TXN009217,01-04-2025 19:09,SmartRetail,Jayanagar,3,5,1087269,Dairy,Paneer (200g),3,85,255,5.94,249.06,2,Wallet
TXN009218,02-11-2024 13:21,SmartRetail,Jayanagar,3,5,1031632,Snacks,Chocolate,2,40,80,0.53,79.47,0,Wallet
TXN009219,11-02-2025 13:24,SmartRetail,Yelahanka,5,5,1074314,Beverages,Bisleri Water (1L),1,20,20,2.67,17.33,0,UPI
TXN009220,12-01-2025 15:51,SmartRetail,Yelahanka,5,5,1000499,Snacks,Dry Fruits (250g),1,220,220,6.4,213.6,2,Wallet
TXN009221,18-05-2025 11:55,SmartRetail,Yelahanka,5,5,1024919,Beverages,Coca Cola (2L),2,85,170,20.69,149.31,1,Card
TXN009222,02-09-2024 14:36,SmartRetail,Jayanagar,3,5,1040080,Groceries,Rice (5kg),1,280,280,11.98,268.02,2,UPI
TXN009223,03-06-2024 13:18,SmartRetail,Yelahanka,5,5,1022412,Groceries,Rice (5kg),4,280,1120,1.49,1118.51,11,UPI
TXN009224,21-12-2024 14:39,SmartRetail,Koramangala,4,5,1012988,Beverages,Real Juice (1L),3,110,330,49.5,280.5,2,Wallet
TXN009225,03-11-2024 15:15,SmartRetail,Jayanagar,3,5,1027037,Snacks,Chocolate,2,40,80,10.38,69.62,0,Card
TXN009226,03-09-2024 17:08,SmartRetail,Indiranagar,1,5,1010339,Beverages,Real Juice (1L),4,110,440,3.28,436.72,4,Wallet
TXN009227,09-02-2025 09:19,SmartRetail,Yelahanka,5,5,1089150,Personal Care,Soap (125g),3,40,120,11.79,108.21,1,UPI
TXN009228,09-03-2025 11:30,SmartRetail,Whitefield,2,5,1006323,Snacks,Lays Chips,2,20,40,0.8,39.2,0,Card
TXN009229,09-02-2025 14:22,SmartRetail,Indiranagar,1,5,1082028,Groceries,Sugar (1kg),2,45,90,6.97,83.03,0,UPI
TXN009230,07-05-2025 08:02,SmartRetail,Jayanagar,3,5,1092893,Beverages,Pepsi (2L),4,80,320,19.7,300.3,3,Cash
TXN009231,16-03-2025 12:06,SmartRetail,Koramangala,4,5,1003827,Snacks,Biscuits,4,30,120,12.33,107.67,1,UPI
TXN009232,31-05-2024 10:38,SmartRetail,Koramangala,4,5,1009523,Personal Care,Toothpaste (150g),2,90,180,6.29,173.71,1,Cash
TXN009233,15-06-2024 17:18,SmartRetail,Jayanagar,3,5,1087420,Dairy,Curd (500g),4,35,140,18.93,121.07,1,UPI
TXN009234,15-08-2024 18:53,SmartRetail,Indiranagar,1,5,1070510,Snacks,Kurkure,2,15,30,2.43,27.57,0,Cash
TXN009235,27-12-2024 13:53,SmartRetail,Whitefield,2,5,1035682,Groceries,Wheat Flour (5kg),5,250,1250,61.41,1188.59,11,Wallet
TXN009236,18-05-2025 09:49,SmartRetail,Yelahanka,5,5,1011373,Personal Care,Facewash (100ml),3,160,480,44.06,435.94,4,Wallet
TXN009237,21-06-2024 21:53,SmartRetail,Yelahanka,5,5,1045611,Dairy,Butter (100g),5,55,275,4.46,270.54,2,Cash
TXN009238,27-05-2024 21:16,SmartRetail,Yelahanka,5,5,1036292,Beverages,Red Bull (250ml),2,125,250,28.73,221.27,2,UPI
TXN009239,15-01-2025 12:59,SmartRetail,Jayanagar,3,5,1047106,Personal Care,Facewash (100ml),3,160,480,61.21,418.79,4,UPI
TXN009240,12-07-2024 12:32,SmartRetail,Jayanagar,3,5,1046022,Groceries,Wheat Flour (5kg),5,250,1250,57.73,1192.27,11,UPI
TXN009241,19-12-2024 09:17,SmartRetail,Koramangala,4,5,1053218,Beverages,Pepsi (2L),2,80,160,6.86,153.14,1,Cash
TXN009242,12-10-2024 21:28,SmartRetail,Yelahanka,5,5,1024782,Beverages,Real Juice (1L),3,110,330,27.83,302.17,3,Wallet
TXN009243,11-07-2024 16:14,SmartRetail,Yelahanka,5,5,1047377,Snacks,Kurkure,5,15,75,0.04,74.96,0,Cash
TXN009244,18-01-2025 20:34,SmartRetail,Jayanagar,3,5,1011795,Personal Care,Shampoo (250ml),1,180,180,9.5,170.5,1,Cash
TXN009245,29-09-2024 18:39,SmartRetail,Jayanagar,3,5,1014571,Dairy,Paneer (200g),3,85,255,4.05,250.95,2,Card
TXN009246,31-07-2024 14:36,SmartRetail,Whitefield,2,5,1062217,Snacks,Kurkure,5,15,75,9.57,65.43,0,Card
TXN009247,01-12-2024 21:02,SmartRetail,Indiranagar,1,5,1016861,Personal Care,Toothpaste (150g),2,90,180,20.24,159.76,1,Wallet
TXN009248,27-05-2024 14:57,SmartRetail,Jayanagar,3,5,1080846,Dairy,Curd (500g),4,35,140,6.86,133.14,1,Card
TXN009249,01-03-2025 17:45,SmartRetail,Jayanagar,3,5,1073541,Dairy,Cheese (200g),1,120,120,12.09,107.91,1,Card
TXN009250,15-12-2024 13:08,SmartRetail,Yelahanka,5,5,1040357,Personal Care,Facewash (100ml),3,160,480,43.14,436.86,4,Wallet
TXN009251,02-12-2024 17:41,SmartRetail,Indiranagar,1,5,1088535,Dairy,Butter (100g),4,55,220,22.75,197.25,1,Cash
TXN009252,02-06-2024 16:49,SmartRetail,Koramangala,4,5,1076042,Snacks,Chocolate,2,40,80,3.08,76.92,0,Wallet
TXN009253,12-04-2025 18:44,SmartRetail,Koramangala,4,5,1017083,Snacks,Dry Fruits (250g),3,220,660,52.79,607.21,6,Cash
TXN009254,21-12-2024 12:40,SmartRetail,Jayanagar,3,5,1025166,Groceries,Pulses (1kg),4,90,360,47.82,312.18,3,Cash
TXN009255,05-03-2025 19:13,SmartRetail,Indiranagar,1,5,1022792,Dairy,Paneer (200g),1,85,85,3.01,81.99,0,Wallet
TXN009256,01-05-2025 09:51,SmartRetail,Whitefield,2,5,1009779,Beverages,Real Juice (1L),5,110,550,1.26,548.74,5,Cash
TXN009257,08-08-2024 18:09,SmartRetail,Yelahanka,5,5,1023138,Dairy,Curd (500g),4,35,140,10.48,129.52,1,UPI
TXN009258,08-03-2025 09:11,SmartRetail,Whitefield,2,5,1074281,Dairy,Curd (500g),2,35,70,7.73,62.27,0,Wallet
TXN009259,11-05-2025 16:55,SmartRetail,Koramangala,4,5,1050892,Personal Care,Soap (125g),1,40,40,1.32,38.68,0,UPI
TXN009260,04-03-2025 19:35,SmartRetail,Whitefield,2,5,1005364,Beverages,Bisleri Water (1L),2,20,40,5.19,34.81,0,Cash
TXN009261,27-08-2024 19:39,SmartRetail,Jayanagar,3,5,1075491,Personal Care,Soap (125g),1,40,40,4.94,35.06,0,UPI
TXN009262,01-04-2025 09:15,SmartRetail,Jayanagar,3,5,1016320,Groceries,Cooking Oil (1L),3,130,390,5.3,384.7,3,Card
TXN009263,22-10-2024 08:18,SmartRetail,Whitefield,2,5,1071608,Groceries,Pulses (1kg),4,90,360,5.14,354.86,3,UPI
TXN009264,13-05-2025 16:07,SmartRetail,Jayanagar,3,5,1058019,Dairy,Paneer (200g),3,85,255,30.79,224.21,2,Cash
TXN009265,08-11-2024 16:56,SmartRetail,Yelahanka,5,5,1020739,Beverages,Pepsi (2L),3,80,240,30.86,209.14,2,Wallet
TXN009266,19-02-2025 08:48,SmartRetail,Jayanagar,3,5,1006891,Dairy,Paneer (200g),3,85,255,17.07,237.93,2,Cash
TXN009267,23-09-2024 11:32,SmartRetail,Indiranagar,1,5,1033631,Personal Care,Soap (125g),4,40,160,7.37,152.63,1,UPI
TXN009268,16-10-2024 18:19,SmartRetail,Yelahanka,5,5,1063704,Beverages,Red Bull (250ml),1,125,125,14.97,110.03,1,Wallet
TXN009269,20-06-2024 09:55,SmartRetail,Jayanagar,3,5,1061786,Snacks,Dry Fruits (250g),3,220,660,94.43,565.57,5,Card
TXN009270,09-12-2024 11:10,SmartRetail,Koramangala,4,5,1086280,Snacks,Kurkure,1,15,15,1.38,13.62,0,Card
TXN009271,23-02-2025 18:51,SmartRetail,Jayanagar,3,5,1055247,Dairy,Cheese (200g),4,120,480,16.38,463.62,4,UPI
TXN009272,13-02-2025 17:34,SmartRetail,Indiranagar,1,5,1089595,Beverages,Real Juice (1L),2,110,220,14.73,205.27,2,Card
TXN009273,09-04-2025 19:23,SmartRetail,Whitefield,2,5,1078304,Personal Care,Shampoo (250ml),2,180,360,13.95,346.05,3,Cash
TXN009274,31-07-2024 20:21,SmartRetail,Koramangala,4,5,1024126,Groceries,Wheat Flour (5kg),1,250,250,1.33,248.67,2,UPI
TXN009275,13-04-2025 17:12,SmartRetail,Jayanagar,3,5,1025881,Beverages,Real Juice (1L),4,110,440,18.3,421.7,4,Cash
TXN009276,17-05-2025 19:30,SmartRetail,Yelahanka,5,5,1043152,Snacks,Biscuits,2,30,60,3.48,56.52,0,Card
TXN009277,29-12-2024 18:07,SmartRetail,Koramangala,4,5,1076960,Dairy,Cheese (200g),1,120,120,17.13,102.87,1,Cash
TXN009278,29-05-2024 08:06,SmartRetail,Koramangala,4,5,1054992,Personal Care,Toothpaste (150g),4,90,360,51.49,308.51,3,Cash
TXN009279,19-09-2024 21:53,SmartRetail,Koramangala,4,5,1030078,Dairy,Cheese (200g),5,120,600,0.53,599.47,5,Wallet
TXN009280,21-10-2024 19:38,SmartRetail,Jayanagar,3,5,1051750,Personal Care,Shampoo (250ml),4,180,720,79.17,640.83,6,Cash
TXN009281,30-05-2024 18:52,SmartRetail,Indiranagar,1,5,1069880,Groceries,Cooking Oil (1L),4,130,520,2.17,517.83,5,UPI
TXN009282,06-09-2024 09:35,SmartRetail,Jayanagar,3,5,1060642,Snacks,Chocolate,3,40,120,10.91,109.09,1,Card
TXN009283,27-07-2024 10:40,SmartRetail,Yelahanka,5,5,1074336,Personal Care,Facewash (100ml),3,160,480,33.09,446.91,4,Card
TXN009284,26-08-2024 11:49,SmartRetail,Jayanagar,3,5,1042870,Groceries,Pulses (1kg),2,90,180,7.32,172.68,1,Wallet
TXN009285,14-05-2025 20:17,SmartRetail,Yelahanka,5,5,1092656,Snacks,Lays Chips,3,20,60,7.9,52.1,0,Cash
TXN009286,27-06-2024 21:26,SmartRetail,Indiranagar,1,5,1025802,Groceries,Sugar (1kg),3,45,135,3.15,131.85,1,Card
TXN009287,03-01-2025 18:56,SmartRetail,Jayanagar,3,5,1023866,Snacks,Lays Chips,5,20,100,3.58,96.42,0,Card
TXN009288,30-05-2024 15:22,SmartRetail,Jayanagar,3,5,1019104,Groceries,Salt (1kg),5,20,100,13.53,86.47,0,UPI
TXN009289,10-01-2025 15:04,SmartRetail,Whitefield,2,5,1092796,Snacks,Dry Fruits (250g),4,220,880,103.79,776.21,7,UPI
TXN009290,09-12-2024 16:14,SmartRetail,Whitefield,2,5,1092910,Dairy,Butter (100g),3,55,165,18.43,146.57,1,Card
TXN009291,14-05-2025 14:14,SmartRetail,Indiranagar,1,5,1030667,Groceries,Salt (1kg),2,20,40,5.59,34.41,0,Cash
TXN009292,06-09-2024 10:22,SmartRetail,Jayanagar,3,5,1087659,Groceries,Pulses (1kg),4,90,360,11.93,348.07,3,Wallet
TXN009293,15-09-2024 09:54,SmartRetail,Jayanagar,3,5,1018796,Dairy,Cheese (200g),2,120,240,30.65,209.35,2,Card
TXN009294,14-12-2024 17:05,SmartRetail,Jayanagar,3,5,1064108,Beverages,Red Bull (250ml),5,125,625,53.17,571.83,5,UPI
TXN009295,08-06-2024 17:31,SmartRetail,Whitefield,2,5,1023401,Snacks,Dry Fruits (250g),4,220,880,119.38,760.62,7,Card
TXN009296,03-10-2024 17:28,SmartRetail,Koramangala,4,5,1001671,Beverages,Red Bull (250ml),4,125,500,57.03,442.97,4,UPI
TXN009297,28-12-2024 15:32,SmartRetail,Whitefield,2,5,1052606,Beverages,Pepsi (2L),2,80,160,16.37,143.63,1,Card
TXN009298,21-04-2025 18:13,SmartRetail,Jayanagar,3,5,1061266,Personal Care,Soap (125g),2,40,80,11.05,68.95,0,UPI
TXN009299,24-09-2024 21:13,SmartRetail,Indiranagar,1,5,1086590,Groceries,Wheat Flour (5kg),5,250,1250,81.3,1168.7,11,Card
TXN009300,29-10-2024 19:51,SmartRetail,Indiranagar,1,5,1084543,Personal Care,Facewash (100ml),4,160,640,84.83,555.17,5,Card
TXN009301,21-12-2024 18:44,SmartRetail,Indiranagar,1,5,1063872,Groceries,Rice (5kg),2,280,560,21.38,538.62,5,Cash
TXN009302,12-09-2024 20:13,SmartRetail,Koramangala,4,5,1042001,Groceries,Rice (5kg),5,280,1400,116.49,1283.51,12,Wallet
TXN009303,18-05-2025 13:22,SmartRetail,Whitefield,2,5,1095963,Groceries,Cooking Oil (1L),1,130,130,7.76,122.24,1,UPI
TXN009304,18-12-2024 13:57,SmartRetail,Koramangala,4,5,1066235,Groceries,Wheat Flour (5kg),2,250,500,9.87,490.13,4,Wallet
TXN009305,22-03-2025 18:52,SmartRetail,Yelahanka,5,5,1088495,Groceries,Sugar (1kg),5,45,225,2.98,222.02,2,Cash
TXN009306,14-11-2024 11:15,SmartRetail,Yelahanka,5,5,1063368,Beverages,Coca Cola (2L),3,85,255,18.89,236.11,2,Card
TXN009307,23-03-2025 20:10,SmartRetail,Jayanagar,3,5,1015341,Personal Care,Facewash (100ml),2,160,320,31.72,288.28,2,Card
TXN009308,14-12-2024 11:43,SmartRetail,Yelahanka,5,5,1064135,Groceries,Salt (1kg),3,20,60,6.53,53.47,0,Card
TXN009309,26-05-2024 13:09,SmartRetail,Jayanagar,3,5,1078141,Snacks,Dry Fruits (250g),4,220,880,66.56,813.44,8,Wallet
TXN009310,13-02-2025 13:19,SmartRetail,Koramangala,4,5,1023252,Groceries,Salt (1kg),1,20,20,0.6,19.4,0,Card
